name,region_id,jumps_to_jita,security
5ELE-A,Feythabolis,55,-0.12
H-P4LB,Feythabolis,56,-0.12
2UK4-N,Feythabolis,56,-0.11
QK-CDG,Feythabolis,54,-0.16
M-CMLV,Feythabolis,54,-0.20
AZN-D2,Feythabolis,47,-0.56
E-PR0S,Feythabolis,48,-0.55
TR07-S,Feythabolis,48,-0.61
VNGJ-U,Feythabolis,49,-0.47
2-F3OE,Feythabolis,49,-0.52
5-LCI7,Feythabolis,50,-0.44
Y2-I3W,Feythabolis,51,-0.38
VVO-R6,Feythabolis,51,-0.34
CL-J9W,Feythabolis,52,-0.37
YHP2-D,Feythabolis,52,-0.30
J94-MU,Feythabolis,53,-0.25
M2GJ-X,Feythabolis,54,-0.20
JO-32L,Feythabolis,55,-0.31
UB5Z-3,Feythabolis,56,-0.35
MSKR-1,Feythabolis,55,-0.40
GPUS-A,Feythabolis,55,-0.39
3-BADZ,Feythabolis,56,-0.37
23M-PX,Feythabolis,56,-0.60
UTDH-N,Feythabolis,57,-0.86
ZS-2LT,Feythabolis,58,-0.91
DB1R-4,Feythabolis,59,-0.95
P8-BKO,Feythabolis,53,-0.35
RIT-A7,Feythabolis,54,-0.54
R4K-8L,Feythabolis,55,-0.35
GHZ-SJ,Feythabolis,55,-0.72
K-J50B,Feythabolis,55,-0.33
NLO-3Z,Feythabolis,56,-0.82
5P-AIP,Feythabolis,55,-0.74
M-PGT0,Feythabolis,54,-0.48
NPD9-A,Feythabolis,53,-0.50
D6SK-L,Feythabolis,52,-0.53
HYPL-V,Feythabolis,54,-0.57
I9-ZQZ,Feythabolis,53,-0.47
0OYZ-G,Feythabolis,51,-0.72
SWBV-2,Feythabolis,52,-0.79
R97-CI,Feythabolis,50,-0.58
6-ELQP,Feythabolis,49,-0.46
OBK-K8,Feythabolis,53,-0.89
KJ-V0P,Feythabolis,54,-0.93
ZID-LE,Feythabolis,55,-0.96
K-9UG4,Feythabolis,56,-0.97
D4-2XN,Feythabolis,57,-1.00
2-RSC7,Feythabolis,56,-0.84
C0T-77,Outer Ring,20,-0.01
RL-KT0,Outer Ring,21,-0.01
UO9-YG,Outer Ring,22,-0.01
ZQP-QV,Outer Ring,22,-0.01
P-NUWP,Outer Ring,21,-0.02
ZJQH-S,Outer Ring,22,-0.01
E9G-MT,Outer Ring,23,0.00
TQ-RR8,Outer Ring,21,-0.01
1L-BHT,Outer Ring,24,0.00
D5IW-F,Outer Ring,24,0.00
F-XWIN,Outer Ring,23,0.00
4C-B7X,Outer Ring,22,-0.01
LGUZ-1,Outer Ring,23,0.00
BF-SDP,Outer Ring,23,-0.04
F5FO-U,Outer Ring,24,0.00
5WAE-M,Outer Ring,24,-0.05
0-WVQS,Outer Ring,25,-0.07
0-9UHT,Outer Ring,25,-0.03
M-NKZM,Outer Ring,25,-0.05
H-M1BY,Outer Ring,25,0.00
J1H-R4,Outer Ring,26,0.00
J9SH-A,Outer Ring,24,-0.01
JKJ-VJ,Outer Ring,25,-0.16
RTX0-S,Outer Ring,26,-0.21
33FN-P,Outer Ring,26,-0.33
NM-OEA,Outer Ring,27,-0.40
MT-2VJ,Outer Ring,26,-0.10
3HQC-6,Outer Ring,26,-0.04
OX-RGN,Outer Ring,27,0.00
R-OCBA,Outer Ring,25,0.00
GA-2V7,Outer Ring,25,0.00
DB-6W4,Outer Ring,24,0.00
7-692B,Outer Ring,23,0.00
L3-XYO,Outer Ring,24,-0.10
AN-G54,Outer Ring,23,-0.13
ZXI-K2,Outer Ring,22,-0.08
T-Z6J2,Outer Ring,24,-0.15
CT7-5V,Outer Ring,24,-0.42
2JJ-0E,Outer Ring,25,-0.65
B0C-LD,Outer Ring,21,-0.23
NP6-38,Outer Ring,20,-0.17
G-YT55,Outer Ring,20,-0.04
IZ-AOB,Outer Ring,19,-0.02
G5-EN3,Outer Ring,20,-0.02
W-Z3HW,Outer Ring,21,-0.03
W2F-ZH,Outer Ring,26,-0.01
BMU-V1,Outer Ring,27,0.00
ZXC8-1,Outer Ring,28,0.00
LBV-Q1,Outer Ring,29,0.00
Z-40CG,Outer Ring,30,-0.01
O-RIDF,Outer Ring,31,-0.06
A-5M31,Outer Ring,32,-0.15
BOE7-P,Outer Ring,33,-0.08
E-GCX0,Outer Ring,34,-0.06
VBFC-8,Outer Ring,35,-0.18
YVA-F0,Outer Ring,36,-0.70
0D-CHA,Outer Ring,37,-0.79
A2V6-6,Outer Ring,38,-0.85
VJ0-81,Outer Ring,35,-0.03
XF-TQL,Fountain,22,-0.01
4-EP12,Fountain,23,-0.05
YZS5-4,Fountain,21,-0.02
3WE-KY,Fountain,24,-0.11
IR-WT1,Fountain,25,-0.10
9-VO0Q,Fountain,25,-0.12
A8-XBW,Fountain,25,-0.17
PNQY-Y,Fountain,26,-0.13
RP2-OQ,Fountain,27,-0.15
YVBE-E,Fountain,28,-0.28
BYXF-Q,Fountain,29,-0.24
AC2E-3,Fountain,29,-0.31
C-C99Z,Fountain,30,-0.32
CL-BWB,Fountain,28,-0.29
R3W-XU,Fountain,27,-0.11
E-BWUU,Fountain,26,-0.09
Y-1W01,Fountain,27,-0.13
9R4-EJ,Fountain,27,-0.10
SPLE-Y,Fountain,28,-0.11
Q-XEB3,Fountain,28,-0.06
K8L-X7,Fountain,28,-0.09
5-D82P,Fountain,26,-0.09
8ESL-G,Fountain,27,-0.03
JGOW-Y,Fountain,28,-0.05
APM-6K,Fountain,27,-0.06
RE-C26,Fountain,28,-0.06
AL8-V4,Fountain,29,-0.07
KCT-0A,Fountain,28,-0.02
N2-OQG,Fountain,29,-0.01
OW-TPO,Fountain,30,-0.07
9O-ORX,Fountain,27,-0.12
IGE-RI,Fountain,31,-0.05
Z9PP-H,Fountain,20,-0.03
7-8S5X,Fountain,21,-0.03
EI-O0O,Fountain,19,-0.03
7X-02R,Fountain,20,-0.09
D2AH-Z,Fountain,21,-0.22
J5A-IX,Fountain,18,0.00
B17O-R,Fountain,32,-0.12
6F-H3W,Fountain,33,-0.24
H-NPXW,Fountain,34,-0.39
L-1SW8,Fountain,35,-0.47
U-SOH2,Fountain,36,-0.69
DBRN-Z,Fountain,37,-0.75
00GD-D,Fountain,29,-0.20
C1XD-X,Fountain,30,-0.45
G95F-H,Fountain,31,-0.68
B32-14,Fountain,31,-0.72
C-N4OD,Fountain,30,-0.61
CHA2-Q,Fountain,32,-0.85
UAYL-F,Fountain,29,-0.03
ESC-RI,Fountain,30,-0.02
671-ST,Fountain,31,-0.02
A-HZYL,Fountain,31,-0.12
H-S80W,Fountain,31,-0.01
Z30S-A,Fountain,32,-0.09
6VDT-H,Fountain,33,-0.22
NDH-NV,Fountain,34,-0.47
QV28-G,Fountain,35,-0.40
15U-JY,Fountain,34,-0.15
NY6-FH,Fountain,35,-0.44
XJP-Y7,Fountain,35,-0.65
AV-VB6,Fountain,35,-0.87
HMF-9D,Fountain,36,-0.21
7BX-6F,Fountain,34,-0.76
YZ-LQL,Fountain,33,-0.11
MN5N-X,Fountain,34,-0.28
A-1CON,Fountain,34,-0.08
75FA-Z,Fountain,34,-0.08
WY-9LL,Fountain,35,-0.15
D-Q04X,Fountain,34,-0.46
Serpentis Prime,Fountain,34,-0.12
P5-EFH,Fountain,30,-0.32
L-A5XP,Fountain,31,-0.38
D4KU-5,Fountain,32,-0.11
YRNJ-8,Fountain,32,-0.61
3ZTV-V,Fountain,32,-0.28
9D6O-M,Fountain,31,-0.24
LIWW-P,Fountain,35,-0.16
G-UTHL,Fountain,36,-0.12
38IA-E,Fountain,36,-0.16
M-KXEH,Fountain,36,-0.09
TU-Y2A,Fountain,37,-0.47
7BIX-A,Fountain,37,-0.60
I-CUVX,Fountain,33,-0.10
J-RQMF,Fountain,32,-0.17
TEG-SD,Fountain,33,-0.28
14YI-D,Fountain,33,-0.10
87XQ-0,Fountain,32,-0.40
LJ-TZW,Fountain,33,-0.22
KVN-36,Fountain,31,-0.42
57-KJB,Fountain,32,-0.28
V6-NY1,Fountain,33,-0.56
OL3-78,Fountain,34,-0.26
9DQW-W,Fountain,34,-0.80
PXF-RF,Fountain,35,-1.00
R-BGSU,Fountain,35,-0.10
O-PNSN,Fountain,35,-0.65
1-5GBW,Fountain,36,-0.73
C-FER9,Fountain,36,-0.56
F2-2C3,Fountain,36,-0.56
F-88PJ,Fountain,37,-0.90
ATQ-QS,Fountain,37,-0.54
XUW-3X,Fountain,34,-0.23
006-L3,Fountain,35,-0.27
PB-0C1,Fountain,36,-0.29
ZUE-NS,Fountain,35,-0.31
L7-APB,Fountain,36,-0.24
ZTS-4D,Fountain,35,-0.36
4HS-CR,Fountain,32,-0.54
WMH-SO,Fountain,33,-0.71
LBGI-2,Fountain,34,-0.91
G1CA-Y,Fountain,34,-0.33
Y-2ANO,Fountain,35,-1.00
Z-YN5Y,Fountain,33,-0.30
JI-K5H,Paragon Soul,56,-0.04
33-JRO,Paragon Soul,57,-0.20
ARBX-9,Paragon Soul,57,-0.18
5-CSE3,Paragon Soul,58,-0.20
O-MCZR,Paragon Soul,57,-0.08
9T-APQ,Paragon Soul,58,-0.12
4Y-OBL,Paragon Soul,58,-0.26
0-MX34,Paragon Soul,58,-0.09
5AQ-5H,Paragon Soul,59,-0.19
T-ZFID,Paragon Soul,57,-0.07
0ZN7-G,Paragon Soul,56,-0.05
H8-ZTO,Paragon Soul,55,-0.13
YV-FDG,Paragon Soul,56,-0.14
LUL-WX,Paragon Soul,57,-0.03
8Q-UYU,Paragon Soul,57,-0.02
3PPT-9,Paragon Soul,58,-0.02
S-KU8B,Paragon Soul,59,-0.03
JK-GLL,Paragon Soul,60,-0.07
UAAU-C,Paragon Soul,57,-0.01
HHJD-5,Paragon Soul,54,-0.26
ZWV-GD,Paragon Soul,53,-0.34
1DDR-X,Paragon Soul,54,-0.18
LG-WA9,Paragon Soul,52,-0.15
AA-GWF,Paragon Soul,53,-0.24
O4T-Z5,Paragon Soul,51,-0.06
O-97ZG,Paragon Soul,50,-0.06
2I-520,Paragon Soul,49,-0.15
GQ2S-8,Paragon Soul,48,-0.26
0SUF-3,Paragon Soul,47,-0.29
G-M4GK,Paragon Soul,46,-1.00
G1D0-G,Paragon Soul,49,-0.06
KU3-BB,Paragon Soul,49,-0.21
O1Q-P1,Paragon Soul,48,-0.46
LD-2VL,Paragon Soul,61,-0.20
ZBY-0I,Paragon Soul,62,-0.44
MP5-KR,Paragon Soul,63,-0.60
O-N589,Paragon Soul,64,-0.93
ZDYA-G,Paragon Soul,65,-1.00
LX5K-W,Paragon Soul,65,-0.67
UHKL-N,Delve,35,-0.01
Z3V-1W,Delve,34,0.00
A-ELE2,Delve,33,-0.01
KFIE-Z,Delve,35,0.00
1DH-SX,Delve,34,-0.02
PR-8CA,Delve,35,-0.03
NOL-M9,Delve,35,-0.01
O-IOAI,Delve,36,-0.01
QX-LIJ,Delve,37,-0.01
HM-XR2,Delve,34,-0.01
4K-TRB,Delve,38,-0.02
AJI-MA,Delve,33,-0.01
FWST-8,Delve,36,-0.10
YZ9-F6,Delve,37,-0.18
0N-3RO,Delve,38,-0.20
G-TT5V,Delve,37,-0.13
319-3D,Delve,38,-0.32
I3Q-II,Delve,39,-0.25
RF-K9W,Delve,34,-0.02
E3OI-U,Delve,35,-0.05
IP6V-X,Delve,36,-0.03
R5-MM8,Delve,36,-0.06
1B-VKF,Delve,37,-0.04
T-J6HT,Delve,36,-0.01
D-W7F0,Delve,39,-0.12
JP4-AA,Delve,40,-0.13
FM-JK5,Delve,40,-0.23
PDE-U3,Delve,41,-0.51
23G-XC,Delve,41,-0.01
T5ZI-S,Delve,40,-0.14
4X0-8B,Delve,39,-0.24
Q-HESZ,Delve,32,-0.02
1-SMEB,Delve,31,-0.10
M5-CGW,Delve,32,-0.43
6Q-R50,Delve,32,-0.11
ZA9-PY,Delve,33,-0.80
RCI-VL,Delve,33,-0.69
MJXW-P,Delve,34,-0.90
QC-YX6,Delve,38,-0.03
T-M0FA,Delve,39,-0.13
4O-239,Delve,40,-0.35
LUA5-L,Delve,39,-0.04
T-IPZB,Delve,40,-0.11
Q-JQSG,Delve,40,-0.21
D-3GIQ,Delve,39,-0.39
K-6K16,Delve,40,-0.43
QY6-RK,Delve,41,-0.60
W-KQPI,Delve,40,-0.59
PUIG-F,Delve,39,-0.67
J-LPX7,Delve,42,-0.69
0-HDC8,Delve,38,-0.72
F-TE1T,Delve,41,-0.73
SVM-3K,Delve,37,-0.63
1DQ1-A,Delve,39,-0.39
8WA-Z6,Delve,40,-0.63
5BTK-M,Delve,41,-0.65
N-8YET,Delve,38,-0.88
Y-OMTZ,Delve,42,-0.93
3-DMQT,Delve,37,-1.00
MO-GZ5,Delve,40,-0.71
39P-1J,Delve,41,-0.56
HZAQ-W,Delve,42,-0.58
7G-QIG,Delve,42,-0.69
NIDJ-K,Delve,42,-0.61
PS-94K,Delve,42,-0.75
8RQJ-2,Delve,43,-0.60
KEE-N6,Delve,38,-0.23
M2-XFE,Delve,38,-0.37
5-CQDA,Delve,37,-0.49
I-E3TG,Delve,38,-0.49
S-6HHN,Delve,38,-0.91
ZXB-VC,Delve,36,-0.90
GY6A-L,Delve,39,-0.53
UEXO-Z,Delve,40,-0.83
9O-8W1,Delve,41,-0.77
8F-TK3,Delve,42,-0.63
PF-KUQ,Delve,41,-0.46
N8D9-Z,Delve,40,-0.48
F-9PXR,Delve,41,-0.06
Y5C-YD,Delve,42,-0.24
31X-RE,Delve,43,-0.36
Q-02UL,Delve,43,-0.57
7UTB-F,Delve,44,-0.86
5-6QW7,Delve,44,-0.43
7-K6UE,Delve,41,-0.85
C6Y-ZF,Delve,42,-0.56
6Z-CKS,Delve,42,-0.57
G-M5L3,Delve,42,-0.78
KBAK-I,Delve,43,-0.64
M-SRKS,Delve,43,-0.23
9GNS-2,Delve,40,-0.55
YAW-7M,Delve,39,-0.76
C3N-3S,Delve,38,-0.68
CX8-6K,Delve,39,-0.41
LWX-93,Delve,39,-0.90
1-2J4P,Delve,40,-0.41
M0O-JG,Delve,41,-0.06
WB-AYY,Tenerifis,38,-0.05
BW-WJ2,Tenerifis,36,-0.14
S4-9DN,Tenerifis,37,-0.09
DT-PXH,Tenerifis,37,-0.11
UALX-3,Tenerifis,36,-0.19
3L3N-X,Tenerifis,35,-0.18
Y-ORBJ,Tenerifis,37,-0.28
6-IAFR,Tenerifis,38,-0.24
4-P4FE,Tenerifis,36,-0.33
RH0-EG,Tenerifis,37,-0.35
D-9UEV,Tenerifis,38,-0.32
H-HWQR,Tenerifis,39,-0.35
QRBN-M,Tenerifis,37,-0.51
78R-PI,Tenerifis,38,-0.43
ZD1-Z2,Tenerifis,39,-0.34
C-FD0D,Tenerifis,40,-0.32
S-9RCJ,Tenerifis,41,-0.30
ZMV9-A,Tenerifis,42,-0.23
FE-6YQ,Tenerifis,43,-0.20
W-16DY,Tenerifis,41,-0.29
M-4KDB,Tenerifis,42,-0.25
C3-0YD,Tenerifis,38,-0.56
PDF-3Z,Tenerifis,39,-0.58
9-MJVQ,Tenerifis,40,-0.49
L2GN-K,Tenerifis,41,-0.45
4-IT9G,Tenerifis,41,-0.46
PEK-8Z,Tenerifis,40,-0.70
2PG-KN,Tenerifis,41,-0.76
ABE-M2,Tenerifis,42,-0.36
IL-YTR,Tenerifis,43,-0.59
KW-OAM,Tenerifis,44,-0.65
U2U5-A,Tenerifis,43,-0.42
EQWO-Y,Tenerifis,44,-0.36
JK-Q77,Tenerifis,45,-0.66
QI9-42,Tenerifis,44,-0.31
YF-P4X,Tenerifis,45,-0.24
JI1-SY,Tenerifis,46,-0.22
X-1QGA,Tenerifis,47,-0.16
CCE-0J,Tenerifis,48,-0.19
T2-V8F,Tenerifis,47,-0.25
0VK-43,Tenerifis,48,-0.13
TY2X-C,Tenerifis,48,-0.16
Q0G-L8,Tenerifis,49,-0.25
Q5KZ-W,Tenerifis,50,-0.46
WE-KK2,Tenerifis,51,-0.39
B8HU-Z,Tenerifis,51,-0.33
16AM-3,Tenerifis,51,-0.17
A-REKV,Tenerifis,52,-0.29
BB-EKF,Tenerifis,52,-0.17
DZ6-I5,Tenerifis,50,-0.19
R-XDKM,Tenerifis,51,-0.24
G1-0UI,Tenerifis,50,-0.33
QCDG-H,Tenerifis,51,-0.13
XUDX-A,Tenerifis,50,-0.25
QLU-P0,Tenerifis,49,-0.27
OQTY-Z,Tenerifis,50,-0.37
Y-EQ0C,Tenerifis,52,-0.08
7M4C-F,Tenerifis,53,-0.08
MS1-KJ,Tenerifis,54,-0.13
8-BEW8,Tenerifis,53,-0.24
NZW-ZO,Tenerifis,54,-0.35
WSK-1A,Tenerifis,55,-0.45
5-NZNW,Tenerifis,54,-0.22
NR8S-Y,Tenerifis,48,-0.16
F-ZBO0,Tenerifis,47,-0.19
3Q1T-O,Tenerifis,46,-0.22
8-4KME,Tenerifis,45,-0.27
T6GY-Y,Tenerifis,44,-0.49
R1-IMO,Tenerifis,45,-0.44
7KIK-H,Tenerifis,45,-0.32
B-6STA,Tenerifis,46,-0.60
0P-U0Q,Tenerifis,47,-0.48
XGH-SH,Tenerifis,48,-0.70
G-D0N3,Tenerifis,49,-0.72
T-AKQZ,Tenerifis,50,-0.70
46DP-O,Tenerifis,43,-0.66
9-980U,Tenerifis,44,-0.74
EMIG-F,Tenerifis,45,-0.70
M-RPN3,Tenerifis,45,-0.90
ZO-P5K,Tenerifis,44,-0.66
JV1V-O,Tenerifis,46,-1.00
9MWZ-B,Omist,54,-0.10
LS-QLX,Omist,55,-0.09
S-XZHU,Omist,55,-0.10
CO-7BI,Omist,56,-0.09
ZJG-7D,Omist,56,-0.08
C-WPWH,Omist,56,-0.10
VULA-I,Omist,55,-0.11
R2TJ-1,Omist,56,-0.10
G-B3PR,Omist,56,-0.14
73-JQO,Omist,57,-0.09
XPUM-L,Omist,55,-0.20
KR8-27,Omist,54,-0.26
LQ-AHE,Omist,57,-0.10
LOI-L1,Omist,53,-0.30
Y-MSJN,Omist,54,-0.36
MJ-X5V,Omist,55,-0.38
3FKU-H,Omist,55,-0.37
M9-FIB,Omist,56,-0.41
D2EZ-X,Omist,57,-0.46
DJK-67,Omist,58,-0.40
AXDX-F,Omist,52,-0.33
J-4FNO,Omist,53,-0.34
PEM-LC,Omist,53,-0.38
X-EHHD,Omist,53,-0.31
6T3I-L,Omist,52,-0.46
QSF-EJ,Omist,51,-0.61
L-AS00,Omist,52,-0.74
NZPK-G,Omist,53,-0.47
K-1OY3,Omist,54,-0.42
MMUF-8,Omist,55,-0.43
99-0GS,Omist,56,-0.35
X-3AUU,Omist,57,-0.26
H90-C9,Omist,55,-0.53
0DD-MH,Omist,57,-0.41
RI-JB1,Omist,58,-0.26
NQH-MR,Omist,56,-0.34
1I6F-9,Omist,50,-0.65
Z-7OK1,Omist,49,-0.72
UEP0-A,Omist,48,-0.75
66-PMM,Omist,47,-0.94
OKEO-X,Omist,48,-0.90
7-8EOE,Omist,46,-0.97
7L9-ZC,Omist,45,-1.00
L-YMYU,Period Basis,41,-0.09
35-JWD,Period Basis,42,-0.02
F-M1FU,Period Basis,43,-0.32
0-NTIS,Period Basis,43,-0.03
VR-YIQ,Period Basis,44,-0.07
XZ-SKZ,Period Basis,43,-0.04
I6M-9U,Period Basis,44,-0.04
MG0-RD,Period Basis,45,-0.07
TPAR-G,Period Basis,46,-0.14
VYO-68,Period Basis,44,-0.19
TCAG-3,Period Basis,45,-0.37
UR-E46,Period Basis,46,-0.54
CW9-1Y,Period Basis,43,-0.16
1-NJLK,Period Basis,45,-0.30
Y-CWQY,Period Basis,46,-0.76
8KR9-5,Period Basis,46,-0.23
VQE-CN,Period Basis,47,-0.56
L5D-ZL,Period Basis,47,-0.92
G-C8QO,Period Basis,46,-0.22
EIMJ-M,Period Basis,47,-0.92
0A-KZ0,Period Basis,47,-0.66
E-DOF2,Period Basis,48,-0.48
48I1-X,Period Basis,49,-0.56
0OTX-J,Period Basis,49,-0.42
3OP-3E,Period Basis,50,-0.30
JZL-VB,Period Basis,50,-0.08
RJ3H-0,Period Basis,51,-0.53
08S-39,Period Basis,48,-0.85
ZU-MS3,Period Basis,42,-0.26
HIX4-H,Period Basis,41,-0.37
GR-J8B,Period Basis,42,-0.37
OY0-2T,Period Basis,42,-0.55
E2-RDQ,Period Basis,43,-0.92
TN25-J,Period Basis,40,-0.95
PA-VE3,Period Basis,52,-0.45
G-Q5JU,Period Basis,53,-0.73
RYQC-I,Period Basis,53,-0.37
1E-W5I,Period Basis,54,-0.37
Z-M5A1,Period Basis,54,-0.92
MVUO-F,Period Basis,55,-1.00
Luminaire,Essence,11,1.00
Mies,Essence,12,0.95
Oursulaert,Essence,12,0.89
Renyn,Essence,11,0.90
Duripant,Essence,12,1.00
Algogille,Essence,10,0.93
Caslemon,Essence,11,0.58
Jolevier,Essence,10,0.88
Mesybier,Essence,12,0.47
Charmerout,Essence,11,0.55
Yvangier,Essence,10,0.40
Pemene,Essence,12,0.45
Heydieles,Essence,9,0.31
Fliet,Essence,8,0.35
Actee,Essence,9,0.50
Indregulle,Essence,10,0.24
Amane,Essence,10,0.55
Abune,Essence,8,0.29
Deven,Essence,7,0.32
Estaunitte,Essence,11,0.43
Deninard,Essence,13,0.71
Hulmate,Essence,14,0.43
Annages,Essence,14,0.66
Onne,Essence,13,0.39
Vitrauze,Essence,14,0.30
Palmon,Essence,15,0.45
Villore,Essence,11,0.51
Arant,Essence,12,0.60
Allamotte,Essence,12,0.59
Obalyu,Essence,13,0.42
Vifrevaert,Essence,12,0.39
Parts,Essence,14,0.37
Ladistier,Essence,11,0.28
Old Man Star,Essence,10,0.34
Arnon,Essence,13,0.59
Laurvier,Essence,12,0.73
Adirain,Essence,13,0.42
Attyn,Essence,11,0.67
Ignebaener,Essence,12,0.53
Aere,Essence,14,0.61
Lisbaetanne,Essence,13,0.37
Aeschee,Essence,12,0.16
Allebin,Essence,15,0.46
Atlulle,Essence,16,0.40
Droselory,Essence,15,0.54
Haine,Essence,16,0.44
Perckhevin,Essence,16,0.53
Isenan,Essence,17,0.25
Synchelle,Essence,10,0.87
Wysalan,Essence,11,0.82
Yona,Essence,12,0.83
Noghere,Essence,12,0.68
Aporulie,Essence,12,0.79
Seyllin,Essence,13,0.41
Adrel,Essence,12,0.55
Ane,Essence,14,0.31
Clorteler,Essence,15,0.52
Atlangeins,Essence,10,0.88
Derririntel,Essence,9,0.82
Cat,Essence,10,0.68
Ommare,Essence,11,0.73
Andole,Essence,12,0.75
Vale,Essence,11,0.65
Fensi,Kor-Azor,13,0.40
Nebian,Kor-Azor,14,0.35
Khabara,Kor-Azor,15,0.34
Jeni,Kor-Azor,15,0.33
Bridi,Kor-Azor,13,0.40
Ami,Kor-Azor,12,0.44
Amdonen,Kor-Azor,11,0.64
Mora,Kor-Azor,12,0.93
Kor-Azor Prime,Kor-Azor,10,0.91
Leva,Kor-Azor,11,0.62
Nishah,Kor-Azor,12,0.58
Masanuh,Kor-Azor,12,0.70
Sehmy,Kor-Azor,11,1.00
Nakregde,Kor-Azor,11,0.83
Danyana,Kor-Azor,12,0.77
Nahyeen,Kor-Azor,13,0.77
Jinkah,Kor-Azor,14,0.85
Nibainkier,Kor-Azor,13,0.70
Polfaly,Kor-Azor,13,0.83
Andrub,Kor-Azor,14,0.67
Kulu,Kor-Azor,17,0.57
Choga,Kor-Azor,18,0.58
Soumi,Kor-Azor,18,0.60
Imih,Kor-Azor,18,0.57
Nare,Kor-Azor,17,0.65
Zinkon,Kor-Azor,18,0.71
Kizama,Kor-Azor,16,0.67
Shaha,Kor-Azor,15,0.60
Neesher,Kor-Azor,15,0.52
Misha,Kor-Azor,14,0.49
Ordion,Kor-Azor,13,0.50
Perbhe,Kor-Azor,16,0.35
Abath,Kor-Azor,19,0.17
Schmaeel,Kor-Azor,18,0.17
Mafra,Kor-Azor,19,0.12
Arzi,Kor-Azor,18,0.14
Kerying,Kor-Azor,19,0.16
Zorenyen,Kor-Azor,19,0.11
Oguser,Kor-Azor,17,0.22
Nahol,Kor-Azor,15,0.55
Tadadan,Kor-Azor,16,0.45
Tralasa,Kor-Azor,16,0.56
Gademam,Kor-Azor,15,0.39
Pananan,Kor-Azor,14,0.20
Daran,Kor-Azor,13,0.23
Latari,Kor-Azor,16,0.56
Shokal,Kor-Azor,14,0.50
Atarli,Kor-Azor,15,0.44
Keproh,Kor-Azor,15,0.45
Zatamaka,Kor-Azor,15,0.41
Rannoze,Kor-Azor,14,0.40
Piri,Kor-Azor,16,0.46
Enal,Kor-Azor,17,0.41
Jedandan,Kor-Azor,18,0.42
Miroona,Kor-Azor,19,0.42
Ranni,Kor-Azor,20,0.37
Arza,Kor-Azor,21,0.33
Liparer,Kor-Azor,19,0.45
B-B0ME,Perrigen Falls,,-0.52
TDP-T3,Perrigen Falls,,-0.48
H-HGGJ,Perrigen Falls,,-0.20
OJT-J3,Perrigen Falls,,-0.35
A9-F18,Perrigen Falls,,-0.18
DE-IHK,Perrigen Falls,,-0.51
AY9X-Q,Perrigen Falls,,-0.17
XU7-CH,Perrigen Falls,,-0.35
2V-ZHM,Perrigen Falls,,-0.35
V-3K7C,Perrigen Falls,,-0.44
AK-L0Z,Perrigen Falls,,-0.20
R-AG7W,Perrigen Falls,,-0.28
E-WMT7,Perrigen Falls,,-0.14
FLK-LJ,Perrigen Falls,,-0.18
0FG-KS,Perrigen Falls,,-0.20
F-5WYK,Perrigen Falls,,-0.47
EF-QZK,Perrigen Falls,,-0.65
RZ3O-K,Perrigen Falls,,-0.43
LW-YEW,Perrigen Falls,,-0.49
HB-KSF,Perrigen Falls,,-0.44
EH2I-P,Perrigen Falls,,-0.41
OP7-BP,Perrigen Falls,,-0.30
5ZU-VG,Perrigen Falls,,-0.20
6-1T6Z,Perrigen Falls,,-0.52
R-AYGT,Perrigen Falls,,-0.57
G-GRSZ,Perrigen Falls,,-0.59
6-8QLA,Perrigen Falls,,-0.52
5T-A3D,Perrigen Falls,,-0.20
H-FOYG,Perrigen Falls,,-0.19
1A8-6G,Perrigen Falls,,-0.27
PE-SAM,Perrigen Falls,,-0.35
RY-2FX,Perrigen Falls,,-0.36
K-3PQW,Perrigen Falls,,-0.63
4-M1TY,Perrigen Falls,,-0.81
C6CG-W,Perrigen Falls,,-0.62
H-29TM,Perrigen Falls,,-0.12
KOI8-Z,Perrigen Falls,,-0.10
D-QJR9,Perrigen Falls,,-0.07
U4-V3J,Perrigen Falls,,-0.13
B9N2-2,Perrigen Falls,,-0.06
6Q4-X6,Perrigen Falls,,-0.08
BEG-RL,Perrigen Falls,,-0.60
972C-1,Perrigen Falls,,-0.37
U-W436,Perrigen Falls,,-0.55
Z-ENUD,Perrigen Falls,,-0.50
MJ-5F9,Perrigen Falls,,-0.62
M5NO-B,Perrigen Falls,,-0.32
JZ-UQC,Perrigen Falls,,-0.69
JPEZ-R,Perrigen Falls,,-0.28
9WVY-F,Perrigen Falls,,-0.78
7M4-4C,Perrigen Falls,,-0.47
2-YO2K,Perrigen Falls,,-0.18
M-SG47,Perrigen Falls,,-0.19
SR-10Z,Perrigen Falls,,-0.17
W-KXEX,Perrigen Falls,,-0.33
TAL1-3,Perrigen Falls,,-0.17
QHY-RU,Perrigen Falls,,-0.16
7AH-SF,Perrigen Falls,,-0.53
7MMJ-3,Perrigen Falls,,-0.58
PVF-N9,Perrigen Falls,,-0.62
9-EXU9,Perrigen Falls,,-0.34
4-1ECP,Perrigen Falls,,-0.47
UYOC-1,Perrigen Falls,,-0.50
5-U12M,Perrigen Falls,,-0.68
5V-Q1R,Perrigen Falls,,-0.68
M4-KX5,Perrigen Falls,,-0.59
4F9Y-3,Perrigen Falls,,-0.59
MS-RXH,Perrigen Falls,,-0.63
U-3FKL,Perrigen Falls,,-0.45
